Loan Number,Loan Status,loan_age_years,repayment_ratio,hazard_score,expected_repayment_years,event_observed
LOAN-1289,Disbursing,26.633812457221083,0.061015302033019324,1.0,32.32873594705599,0
LOAN-1290,Fully Repaid,16.57221081451061,0.4914215709159534,1.0,20.11510295993084,1
LOAN-1291,Fully Repaid,19.471594798083505,0.06678036158592464,1.0,25.13769299015388,1
LOAN-1292,Disbursing&Repaying,19.288158795345655,0.6340541819317261,1.0,22.117887885687026,0
LOAN-1293,Disbursing&Repaying,2.461327857631759,0.6274770333931661,0.4642130821385365,5.323942690665929,0
LOAN-1294,Effective,26.518822724161534,0.75586905439651,0.8915374723975774,28.739477452178985,0
LOAN-1295,Disbursing,12.856947296372347,0.2626303192734594,1.0,17.54379570000505,0
LOAN-1296,Disbursing,14.880219028062971,0.34330066841817414,1.0,19.1637156859721,0
LOAN-1297,Effective,2.401095140314853,0.600721613277755,0.4951489261213987,5.397487073926078,0
LOAN-1298,Fully Repaid,16.12046543463381,0.4819629707672114,1.0,19.710650580797754,1
LOAN-1299,Repaying,21.295003422313485,0.5143368647352552,1.0,24.72331909863721,0
LOAN-1300,Disbursing&Repaying,20.057494866529773,0.6148129221413438,1.0,22.983430255823052,0
LOAN-1301,Disbursing,3.249828884325804,0.7709617625882516,0.3034717453673255,5.395020071384547,0
LOAN-1302,Cancelled,22.16016427104723,0.8456849864921381,0.49627961839017115,23.93173933858654,0
LOAN-1303,Cancelled,8.670773442847365,0.15497975535511116,1.0,13.895874666071808,0
LOAN-1304,Effective,12.7419575633128,0.018209599729916388,1.0,18.650909564663216,0
LOAN-1305,Disbursing&Repaying,7.994524298425736,0.6966278101662086,0.5459038241430785,10.511385247594692,0
LOAN-1306,Effective,24.16974674880219,0.43601429673680264,1.0,27.989675265118176,0
LOAN-1307,Repaying,17.686516084873375,0.791399332134916,0.5775425746161977,19.729519424198795,0
LOAN-1308,Disbursing&Repaying,21.13347022587269,0.7411556624968066,0.8058722474791412,23.427691913388657,0
LOAN-1309,Effective,19.353867214236825,0.42712406014070053,1.0,23.21824691353332,0
LOAN-1310,Repaying,16.591375770020534,0.7018471215523112,0.7928295227715749,19.082140162258977,0
LOAN-1311,Repaying,18.921286789869953,0.6139797583741462,1.0,21.851387997999222,0
LOAN-1312,Fully Repaid,13.136208076659821,0.31383827935527003,1.0,17.567016679883473,1
LOAN-1313,Disbursing&Repaying,14.009582477754963,0.7589555550626409,0.5787376481528188,16.214804702441757,0
LOAN-1314,Disbursing&Repaying,13.286789869952088,0.7753424402189282,0.5231553387318019,15.410077668857447,0
LOAN-1315,Fully Repaid,13.429158110882957,0.12593655773817755,1.0,18.79947532219207,1
LOAN-1316,Repaying,2.707734428473648,0.17092364437412308,1.0,7.8531162066030324,0
LOAN-1317,Disbursing,5.5715263518138265,0.7888453059093535,0.3288000883341689,7.627299822267059,0
LOAN-1318,Fully Repaid,11.827515400410677,0.2009951328227866,1.0,16.822539736296743,1
LOAN-1319,Disbursing,5.508555783709788,0.5252171577611089,0.7363196194010126,8.882469994904245,0
LOAN-1320,Effective,8.334017796030116,0.1357006059829322,1.0,13.655514766115456,0
LOAN-1321,Disbursing,6.412046543463381,0.15914183989366062,1.0,11.616337343995077,0
LOAN-1322,Fully Repaid,9.494866529774127,0.386468750802938,1.0,13.562522775759437,1
LOAN-1323,Disbursing,15.529089664613279,0.4779304070045306,1.0,19.139437629590624,0
LOAN-1324,Effective,13.645448323066393,0.15031816856322994,1.0,18.893857480250244,0
LOAN-1325,Effective,18.236824093086927,0.3084595553372879,1.0,22.694526316400488,0
LOAN-1326,Disbursing&Repaying,25.013004791238878,0.4541701990631055,1.0,28.74215379592335,0
LOAN-1327,Disbursing&Repaying,21.49486652977413,0.5882108565527818,1.0,24.55381224701022,0
LOAN-1328,Effective,7.811088295687885,0.625672826263376,0.666717434289831,10.682724164371004,0
LOAN-1329,Disbursing&Repaying,21.409993155373034,0.747587448405741,0.7928276517905918,23.67205591334433,0
LOAN-1330,Disbursing&Repaying,8.309377138945928,0.470831496868301,0.9688745693889768,11.955219654604424,0
LOAN-1331,Disbursing,21.73579739904175,0.21105473937831562,1.0,26.68052370215017,0
LOAN-1332,Fully Repaid,13.409993155373032,0.8143014456442168,0.43472018864315515,15.338485927151948,1
LOAN-1333,Disbursing,22.428473648186174,0.6090898787949092,1.0,25.383024254211627,0
LOAN-1334,Effective,11.315537303216974,0.2414784587234711,1.0,16.108145009599617,0
LOAN-1335,Repaying,21.61806981519507,0.4304205098660119,1.0,25.46596726586501,0
LOAN-1336,Cancelled,9.656399726214921,0.5120490879590903,0.9591358173847259,13.09615428641947,0
LOAN-1337,Disbursing,3.1485284052019167,0.057002441847223424,1.0,8.863516195965799,0
LOAN-1338,Disbursing&Repaying,15.540041067761807,0.5564151144664269,1.0,18.757965495429673,0
LOAN-1339,Cancelled,5.639972621492129,0.010480380654372195,1.0,11.587570718220269,0
LOAN-1340,Fully Repaid,16.147843942505133,0.20043587084287948,1.0,21.145664588290735,1
LOAN-1341,Disbursing&Repaying,25.89185489390828,0.10683616684538594,1.0,31.35767405968135,0
LOAN-1342,Effective,3.887748117727584,0.5437829477307764,0.6335827508927138,7.1688333790737016,0
LOAN-1343,Cancelled,5.467488021902806,0.7598856956321934,0.3713965126696573,7.668059543741839,0
LOAN-1344,Cancelled,3.274469541409993,0.5702950638167097,0.5704105087158612,6.4229942223264445,0
LOAN-1345,Fully Repaid,17.018480492813143,0.16878906052700962,1.0,22.174535190178094,1
LOAN-1346,Fully Repaid,6.1738535249828885,0.6049275953483672,0.6389843204598278,9.149215548241052,1
LOAN-1347,Fully Repaid,3.887748117727584,0.8417774527439574,0.21973548828371692,5.678860854007796,1
LOAN-1348,Fully Repaid,7.909650924024641,0.7944262771864751,0.3681753614742432,9.937519538092266,1
LOAN-1349,Disbursing&Repaying,3.7097878165639973,0.12003464792507974,1.0,9.109614576938599,0
LOAN-1350,Disbursing&Repaying,20.739219712525667,0.2615215459034446,1.0,25.431611983008445,0
LOAN-1351,Disbursing&Repaying,7.964407939767283,0.5060521903047899,0.8873479954319292,11.434146988243334,0
LOAN-1352,Effective,19.471594798083505,0.04775849952766091,1.0,25.2328023004452,0
LOAN-1353,Cancelled,16.62696783025325,0.32281419360373986,1.0,21.01289686223455,0
LOAN-1354,Effective,24.27652292950034,0.8610317730210831,0.4763347618514852,25.971364064394926,0
LOAN-1355,Cancelled,17.87816563997262,0.5828691470022429,1.0,20.963819904961408,0
LOAN-1356,Effective,14.836413415468858,0.10741843015035041,1.0,20.299321264717108,0
LOAN-1357,Cancelled,24.407939767282684,0.03594653040368913,1.0,30.22820711526424,0
LOAN-1358,Cancelled,23.630390143737166,0.4728555603896634,1.0,27.266112341788848,0
LOAN-1359,Repaying,2.8939082819986313,0.29869516337687463,0.9042560241140614,7.400432465114259,0
LOAN-1360,Disbursing,12.292950034223136,0.5523309873565743,0.9979862930729895,15.531295097440264,0
LOAN-1361,Cancelled,6.702258726899384,0.6934448899562536,0.5120162762003764,9.235034277118116,0
LOAN-1362,Disbursing,23.753593429158112,0.860648585827114,0.47036109777698154,25.45035050002254,0
LOAN-1363,Fully Repaid,23.45516769336071,0.7907735085687992,0.699970735672432,25.501300150516713,1
LOAN-1364,Disbursing,16.479123887748116,0.1601929470066556,1.0,21.678159152714837,0
LOAN-1365,Disbursing&Repaying,23.852156057494867,0.1064751854582591,1.0,29.319780130203572,0
LOAN-1366,Fully Repaid,9.579739904175222,0.27121563891831557,1.0,14.223661709583645,1
LOAN-1367,Effective,20.227241615331966,0.7170933933730698,0.8551486353085896,22.641774648466615,0
LOAN-1368,Fully Repaid,2.595482546201232,0.037595826434768886,1.0,8.407503414027387,1
LOAN-1369,Repaying,15.353867214236825,0.4612974251002489,1.0,19.04738008873558,0
LOAN-1370,Disbursing,17.83436002737851,0.2615874007889327,1.0,22.526423023433846,0
LOAN-1371,Repaying,12.435318275154003,0.2566234294957178,1.0,17.152201127675415,0
LOAN-1372,Effective,15.646817248459959,0.8627930297440813,0.3518922091368427,17.33285209973955,0
LOAN-1373,Effective,12.988364134154688,0.7900972465396661,0.4825320929307854,15.037877901456358,0
LOAN-1374,Disbursing&Repaying,23.260780287474333,0.4847562333624126,1.0,26.83699912066227,0
LOAN-1375,Effective,2.3107460643394937,0.19148461755226664,0.9953427562426373,7.353322976578161,0
LOAN-1376,Fully Repaid,4.210814510609172,0.659904144496122,0.4833039118392549,6.911293788128562,1
LOAN-1377,Repaying,3.6276522929500343,0.725886051228593,0.37355295825042534,5.99822203680707,0
LOAN-1378,Effective,10.119096509240247,0.6853251400767418,0.6330973875827687,12.692470808856537,0
LOAN-1379,Disbursing&Repaying,12.153319644079398,0.7933967831975928,0.45769471013187624,14.186335728091434,0
LOAN-1380,Disbursing&Repaying,23.197809719370294,0.5883077818008559,1.0,26.256270810366015,0
LOAN-1381,Cancelled,26.392881587953458,0.438175406380556,1.0,30.202004556050678,0
LOAN-1382,Disbursing&Repaying,21.38261464750171,0.16821510823155034,1.0,26.54153910634396,0
LOAN-1383,Fully Repaid,25.683778234086244,0.5317118089491266,1.0,29.02521918934061,1
LOAN-1384,Effective,18.614647501711158,0.5150423693140592,1.0,22.039435655140863,0
LOAN-1385,Fully Repaid,19.039014373716633,0.5458733081253064,1.0,22.3096478330901,1
LOAN-1386,Fully Repaid,23.603011635865844,0.651768118260399,1.0,26.34417104456385,1
LOAN-1387,Repaying,22.3709787816564,0.45392357347635837,1.0,26.101360914274608,0
LOAN-1388,Cancelled,26.636550308008214,0.5934533500756075,1.0,29.669283557630177,0
LOAN-1389,Effective,22.308008213552363,0.4339111030813144,1.0,26.13845269814579,0
LOAN-1390,Disbursing&Repaying,26.3709787816564,0.367782034230857,1.0,30.532068610502115,0
LOAN-1391,Repaying,7.578370978781656,0.28431154316349944,1.0,12.156813262964159,0
LOAN-1392,Repaying,8.153319644079398,0.8926188067627124,0.1949325124599138,9.690225610265836,0
LOAN-1393,Disbursing&Repaying,8.83230663928816,0.27598777798743357,1.0,13.45236774935099,0
LOAN-1394,Effective,24.355920602327174,0.09025075580340802,1.0,29.904666823310134,0
LOAN-1395,Effective,23.09924709103354,0.07932662039898294,1.0,28.702613989038625,0
LOAN-1396,Repaying,4.514715947980835,0.8671768399822347,0.1927890438971068,6.178831748069661,0
LOAN-1397,Repaying,25.073237508555785,0.46423226851470534,1.0,28.75207616598226,0
LOAN-1398,Cancelled,17.7056810403833,0.3178148970127167,1.0,22.116606555319716,0
LOAN-1399,Effective,16.539356605065024,0.5246391737026462,1.0,19.91616073655179,0
LOAN-1400,Effective,21.440109514031484,0.502767641555145,1.0,24.92627130625576,0
LOAN-1401,Fully Repaid,6.023271731690623,0.6817259565466608,0.5099791483396763,8.614641948957319,1
LOAN-1402,Effective,8.188911704312115,0.19834409067262543,1.0,13.197191250948988,0
LOAN-1403,Cancelled,18.68309377138946,0.6739093187405311,0.9353289588541619,21.313547177686804,0
LOAN-1404,Repaying,16.407939767282684,0.6618861587452476,0.8928889954340081,19.098508973556445,0
LOAN-1405,Disbursing,2.401095140314853,0.8602017156572578,0.17336518245871346,4.100086562028563,0
LOAN-1406,Effective,8.843258042436688,0.8859552144175609,0.2148975323124264,10.413481970348883,0
LOAN-1407,Disbursing&Repaying,18.850102669404517,0.4522276908988425,1.0,22.588964214910305,0
LOAN-1408,Effective,10.469541409993155,0.18967714713631864,1.0,15.521155674311562,0
LOAN-1409,Fully Repaid,17.245722108145106,0.308786814104346,1.0,21.701788037623377,1
LOAN-1410,Disbursing,14.581793292265571,0.8813452066116286,0.2916747604209424,16.175067259207427,0
LOAN-1411,Fully Repaid,4.2792607802874745,0.42568832208753593,0.8200746218076541,8.150819169849795,1
LOAN-1412,Disbursing&Repaying,19.362080766598222,0.5110510672945453,1.0,22.806825430125496,0
LOAN-1413,Effective,11.252566735112936,0.32427592206520145,1.0,15.63118712478693,0
LOAN-1414,Effective,12.106776180698152,0.1570849521536426,1.0,17.32135141992994,0
LOAN-1415,Disbursing&Repaying,11.5564681724846,0.8609349878825715,0.29977505076155325,13.251793233071743,0
LOAN-1416,Disbursing&Repaying,14.691307323750856,0.2821338569127137,1.0,19.280638039187288,0
LOAN-1417,Disbursing,21.08145106091718,0.4052597907980786,1.0,25.055152106926784,0
LOAN-1418,Cancelled,24.27652292950034,0.05741315954731594,1.0,29.98945713176376,0
LOAN-1419,Repaying,13.943874058863791,0.79692418546032,0.48624217277392795,15.95925313156219,0
LOAN-1420,Fully Repaid,5.73305954825462,0.7743319354966998,0.3550449096969787,7.8613998707711215,1
LOAN-1421,Cancelled,7.17864476386037,0.5679427704051263,0.7422157664867994,10.338930911834739,0
LOAN-1422,Repaying,13.073237508555783,0.27708136691107865,1.0,17.687830674000388,0
LOAN-1423,Fully Repaid,13.25119780971937,0.8298795562272646,0.3955504089637112,15.101800028583048,1
LOAN-1424,Repaying,9.207392197125257,0.5044989228071385,0.9517283523741328,12.684897583089565,0
LOAN-1425,Effective,13.919233401779604,0.5518945979118254,1.0,17.15976041222048,0
LOAN-1426,Cancelled,6.379192334017796,0.26063576935872207,1.0,11.076013487224186,0
LOAN-1427,Effective,21.08145106091718,0.16734383832587324,1.0,26.24473186928781,0
LOAN-1428,Fully Repaid,10.03148528405202,0.37821872412606733,1.0,14.140391663421683,1
LOAN-1429,Repaying,15.471594798083505,0.06424622514386849,1.0,21.15036367236416,0
LOAN-1430,Disbursing,3.3127994524298425,0.1792618886762158,1.0,8.416490009048763,0
LOAN-1431,Disbursing,15.326488706365502,0.6702521207498733,0.835135593977631,17.975228102616136,0
LOAN-1432,Effective,26.015058179329227,0.1016356133885054,1.0,31.5068801123867,0
LOAN-1433,Cancelled,19.737166324435318,0.7051277160493795,0.8768666152305721,22.21152774418842,0
LOAN-1434,Effective,19.786447638603697,0.6836041485093395,0.9424308463497991,22.368426896057,0
LOAN-1435,Fully Repaid,18.034223134839152,0.5801813816940178,1.0,21.133316226369065,1
LOAN-1436,Disbursing&Repaying,4.706365503080082,0.3937500037504325,0.891573403108707,8.73761548432792,0
LOAN-1437,Cancelled,19.496235455167692,0.7482146340578693,0.7426720437994649,21.755162284878345,0
LOAN-1438,Disbursing,10.35728952772074,0.45536195963558346,1.0,14.080479729542823,0
LOAN-1439,Effective,12.219028062970569,0.6891606859846554,0.6906547441181462,14.773224633047292,0
LOAN-1440,Disbursing,17.626283367556468,0.8440195829931627,0.4309159200020511,19.406185452590655,0
LOAN-1441,Cancelled,15.208761122518823,0.44091867412950964,1.0,19.004167751871275,0
LOAN-1442,Disbursing&Repaying,23.967145790554415,0.7488699277678866,0.8530171775900656,26.22279615171498,0
LOAN-1443,Repaying,3.3867214236824092,0.06334931665420061,1.0,9.069974840411406,0
LOAN-1444,Cancelled,8.06570841889117,0.5130249020751173,0.8797550126371905,11.500583908515583,0
LOAN-1445,Effective,19.59479808350445,0.16235688472308124,1.0,24.783013659889043,0
LOAN-1446,Fully Repaid,12.180698151950718,0.3345475611985635,1.0,16.5079603459579,1
LOAN-1447,Fully Repaid,8.878850102669405,0.22868021445955636,1.0,13.735449030371623,1
LOAN-1448,Repaying,12.563997262149213,0.0059119460665892215,1.0,18.534437531816266,0
LOAN-1449,Repaying,20.48186173853525,0.08485841478312864,1.0,26.057569664619606,0
LOAN-1450,Disbursing&Repaying,23.227926078028748,0.35981842363377664,1.0,27.428833959859865,0
LOAN-1451,Cancelled,9.574264202600958,0.578029160717834,0.8259768693902385,12.684118399011787,0
LOAN-1452,Disbursing,9.533196440793978,0.5875012648596014,0.8057418825076451,12.59569011649597,0
LOAN-1453,Disbursing&Repaying,9.067761806981519,0.6279917873423981,0.709336398919608,11.927802870269527,0
LOAN-1454,Fully Repaid,24.479123887748116,0.13321116060532068,1.0,29.813068084721515,1
LOAN-1455,Repaying,4.804928131416838,0.685829627701713,0.46512697828966104,7.375779992908273,0
LOAN-1456,Fully Repaid,12.183436002737851,0.21808358255211346,1.0,17.093018089977285,1
LOAN-1457,Effective,19.096509240246405,0.31007241854431894,1.0,23.54614714752481,0
LOAN-1458,Disbursing&Repaying,22.84188911704312,0.6168233047056644,1.0,25.757772593514797,0
LOAN-1459,Disbursing,11.80287474332649,0.10015019321632601,1.0,17.30212377724486,0
LOAN-1460,Repaying,25.864476386036962,0.4347236973073901,1.0,29.690857899500013,0
LOAN-1461,Disbursing,5.834360027378508,0.7102696450183693,0.4587694751639318,8.283011802286662,0
LOAN-1462,Repaying,9.612594113620808,0.7806693985604867,0.4301642062729511,11.709247120818375,0
LOAN-1463,Disbursing&Repaying,25.724845995893222,0.4505857405556813,1.0,29.471917293114817,0
LOAN-1464,Disbursing&Repaying,13.127994524298426,0.3121019125828684,1.0,17.567484961384086,0
LOAN-1465,Effective,16.57221081451061,0.02651930861145681,1.0,22.439614271453323,0
LOAN-1466,Fully Repaid,15.906913073237508,0.7854313236665188,0.5558812046011132,17.979756454904916,1
LOAN-1467,Repaying,20.49555099247091,0.12471887413852888,1.0,25.871956621778267,0
LOAN-1468,Repaying,12.449007529089664,0.13063715539519222,1.0,17.795821752113703,0
LOAN-1469,Fully Repaid,8.243668720054757,0.026535011745741133,1.0,14.110993661326052,1
LOAN-1470,Effective,16.331279945242983,0.6862027353273376,0.8262683622147382,18.900266268606295,0
LOAN-1471,Disbursing&Repaying,9.91649555099247,0.4520921286988149,1.0,13.656034907498396,0
LOAN-1472,Effective,8.161533196440795,0.6880849687876076,0.5664855193832732,10.721108352502757,0
LOAN-1473,Disbursing&Repaying,12.114989733059549,0.3953566824818204,1.0,16.138206320650447,0
LOAN-1474,Disbursing&Repaying,2.639288158795346,0.2816077422831287,0.9079966756331106,7.231249447379703,0
LOAN-1475,Cancelled,2.5626283367556466,0.03817432440022192,1.0,8.371756714754536,0
LOAN-1476,Effective,5.9958932238193015,0.7959578184147136,0.32638369497933906,8.016104131745735,0
LOAN-1477,Repaying,2.1793292265571527,0.08139672688591977,1.0,7.772345592127554,0
LOAN-1478,Fully Repaid,22.64476386036961,0.6413709521883338,1.0,25.43790909942794,1
LOAN-1479,Fully Repaid,3.7371663244353184,0.32664905034480146,0.9249933990129935,8.103921072711312,1
LOAN-1480,Repaying,19.416837782340863,0.5089424206636203,1.0,22.872125679022762,0
LOAN-1481,Disbursing,20.788501026694046,0.4016324107490334,1.0,24.78033897294888,0
LOAN-1482,Fully Repaid,16.019164955509925,0.7267091073181965,0.7110800817526405,18.385619418918942,1
LOAN-1483,Effective,17.377138945927445,0.005915720906376935,1.0,23.34756034139556,0
LOAN-1484,Effective,22.757015742642025,0.5202834439589726,1.0,26.15559852284716,0
LOAN-1485,Repaying,6.264202600958248,0.5354720876828187,0.7555176079726805,9.586842162544155,0
LOAN-1486,Cancelled,23.7782340862423,0.738238268040746,0.8841849056939893,26.08704274603857,0
LOAN-1487,Cancelled,2.9623545516769334,0.188145882263148,1.0,8.021625140361193,0
LOAN-1488,Repaying,4.424366872005476,0.5176284201149076,0.695790463689147,7.836224771430938,0
LOAN-1489,Disbursing,25.61533196440794,0.2614392577162207,1.0,30.308135675826836,0
LOAN-1490,Disbursing&Repaying,17.66461327857632,0.7254391658519241,0.7595619298149849,20.0374174493167,0
LOAN-1491,Effective,8.92539356605065,0.005518136174963891,1.0,14.89780288517583,0
LOAN-1492,Disbursing,20.59958932238193,0.6052256616527351,1.0,23.573461014118255,0
LOAN-1493,Cancelled,13.262149212867898,0.8350109790910889,0.38379992228680715,15.087094317412454,0
LOAN-1494,Disbursing,19.991786447638603,0.8245678059895295,0.5261524898802735,21.868947417690954,0
LOAN-1495,Effective,12.583162217659138,0.5356726803283787,1.0,15.904798816017244,0
LOAN-1496,Cancelled,13.127994524298426,0.7465117220383275,0.5862675504671399,15.39543591410679,0
LOAN-1497,Fully Repaid,3.2005475701574264,0.450048877390636,0.725965595526639,6.950303183204246,1
LOAN-1498,Disbursing,26.50513347022587,0.34882939418794995,1.0,30.760986499286123,0
LOAN-1499,Disbursing,12.687200547570157,0.6895621664076705,0.7042965388262391,15.239389715531804,0
LOAN-1500,Repaying,19.6249144421629,0.39700406050889936,1.0,23.639894139618406,0
LOAN-1501,Disbursing&Repaying,13.982203969883642,0.28663642065684164,1.0,18.549021866599432,0
LOAN-1502,Disbursing&Repaying,24.427104722792606,0.04565356535750223,1.0,30.198836896005094,0
LOAN-1503,Disbursing&Repaying,6.691307323750856,0.5334806014820239,0.7786818653154938,10.023904316340737,0
LOAN-1504,Disbursing,5.683778234086242,0.6879854554508918,0.4893566922517635,8.243850956831782,0
LOAN-1505,Effective,9.103353867214237,0.8061307754804009,0.37035523999603087,11.072699989812232,0
LOAN-1506,Repaying,14.028747433264886,0.10159835153327057,1.0,19.520755675598533,0
LOAN-1507,Disbursing,13.138945927446954,0.09628316532536266,1.0,18.65753010082014,0
LOAN-1508,Repaying,7.351129363449692,0.43413719043825205,0.9818358810670985,11.180443411258432,0
LOAN-1509,Fully Repaid,21.560574948665298,0.8377769331708469,0.5119853259063826,23.371690282811063,1
LOAN-1510,Disbursing,9.69199178644764,0.8602951017285426,0.2751067709288042,11.390516277804926,0
LOAN-1511,Disbursing,20.109514031485283,0.812930404249393,0.5632574618117181,22.04486201023832,0
LOAN-1512,Effective,13.02943189596167,0.1850955137052837,1.0,18.103954327435254,0
LOAN-1513,Effective,2.0698151950718686,0.11480012736336347,1.0,7.495814558255052,0
LOAN-1514,Fully Repaid,12.41889117043121,0.21171705342506825,1.0,17.36030590330587,1
LOAN-1515,Effective,7.975359342915811,0.12516197912782898,1.0,13.349549447276665,0
LOAN-1516,Fully Repaid,20.59958932238193,0.6492053094282136,1.0,23.353562775240864,1
LOAN-1517,Fully Repaid,9.431895961670088,0.40895492328858524,1.0,13.387121345227163,1
LOAN-1518,Cancelled,10.22861054072553,0.6409169990627976,0.7263750177753646,13.024025545411542,0
LOAN-1519,Effective,5.834360027378508,0.12787873190399474,1.0,11.194966367858534,0
LOAN-1520,Cancelled,12.673511293634498,0.6018454251647877,0.9027562249138429,15.664284167810559,0
LOAN-1521,Effective,13.716632443531827,0.6604330926847612,0.8053383530782356,16.41446698010802,0
LOAN-1522,Effective,25.464750171115675,0.5155739959111224,1.0,28.886880191560063,0
LOAN-1523,Effective,26.053388090349078,0.11928488652123345,1.0,31.45696365774291,0
LOAN-1524,Repaying,3.033538672142368,0.7042749347638895,0.38543440740766716,5.5121639983229205,0
LOAN-1525,Disbursing&Repaying,19.186858316221766,0.3448502936588727,1.0,23.462606847927404,0
LOAN-1526,Cancelled,16.20807665982204,0.4286087483113827,1.0,20.06503291826513,0
LOAN-1527,Disbursing&Repaying,12.528405201916495,0.8345002734185601,0.3728444901233068,14.355903834823694,0
LOAN-1528,Effective,14.562628336755647,0.8262378147786955,0.4268055974573397,16.43143926286217,0
LOAN-1529,Disbursing&Repaying,18.62012320328542,0.17543311616226157,1.0,23.742957622474112,0
LOAN-1530,Disbursing&Repaying,13.982203969883642,0.6169495969845882,0.9186392895861738,16.8974559849607,0
LOAN-1531,Disbursing&Repaying,21.22655715263518,0.7519132233784512,0.774689590898583,23.466991035742925,0
LOAN-1532,Effective,5.7440109514031485,0.09976057804012134,1.0,11.245208061202542,0
LOAN-1533,Disbursing,14.250513347022586,0.6931076488685747,0.7442297057211772,16.784975102679713,0
LOAN-1534,Repaying,9.078713210130047,0.39651734949656076,1.0,13.096126462647243,0
LOAN-1535,Disbursing&Repaying,15.071868583162217,0.5790043502790602,1.0,18.176846831766916,0
LOAN-1536,Disbursing,9.174537987679672,0.5875787991495764,0.7907985982630914,12.236643991931789,0
LOAN-1537,Fully Repaid,23.54551676933607,0.6938915656261582,1.0,26.076058941205282,1
LOAN-1538,Fully Repaid,24.213552361396303,0.3230264939411867,1.0,28.59841989169037,1
LOAN-1539,Repaying,24.92539356605065,0.6898572807308336,1.0,27.476107162396485,0
LOAN-1540,Disbursing&Repaying,18.190280629705683,0.07637623621565116,1.0,23.808399448627426,0
LOAN-1541,Fully Repaid,25.95482546201232,0.5790668739026723,1.0,29.05949109249896,1
LOAN-1542,Disbursing&Repaying,2.620123203285421,0.6005847765325079,0.5040669329427528,5.617199320622881,0
LOAN-1543,Cancelled,24.635181382614647,0.017156706193550388,1.0,30.549397851646894,0
LOAN-1544,Disbursing,21.919233401779604,0.5501033004868857,1.0,25.168716899345174,0
LOAN-1545,Effective,21.270362765229294,0.8839734775321101,0.3628191447958945,22.850495377568745,0
LOAN-1546,Repaying,8.068446269678303,0.3019533549021367,1.0,12.558679495167619,0
LOAN-1547,Disbursing&Repaying,9.817932922655714,0.12003378933166736,1.0,15.217763975997377,0
LOAN-1548,Fully Repaid,5.338809034907597,0.5865802127210927,0.634136716832328,8.405907971302133,1
LOAN-1549,Cancelled,18.614647501711158,0.1570940423975318,1.0,23.8291772897235,0
LOAN-1550,Disbursing,10.455852156057494,0.10575704139661263,1.0,15.92706694907443,0
LOAN-1551,Fully Repaid,4.372347707049966,0.1342956754342687,1.0,9.700869329878621,1
LOAN-1552,Fully Repaid,24.747433264887064,0.3008651663238242,1.0,29.243107433267944,1
LOAN-1553,Disbursing&Repaying,6.737850787132102,0.10445857692011547,1.0,12.215557902531524,0
LOAN-1554,Fully Repaid,17.71937029431896,0.20500385748978894,1.0,22.694351006870015,1
LOAN-1555,Fully Repaid,9.935660506502396,0.835098404780484,0.32874222192769487,11.760168482599976,1
LOAN-1556,Repaying,21.7056810403833,0.6229894765044832,1.0,24.590733657860884,0
LOAN-1557,Cancelled,19.066392881587955,0.7105922685254714,0.8412038826007756,21.5134315389606,0
LOAN-1558,Disbursing,7.485284052019165,0.42614009346860265,1.0,11.354583584676153,0
LOAN-1559,Disbursing,7.950718685831622,0.85162711913149,0.2663399845077031,9.692583090174171,0
LOAN-1560,Fully Repaid,4.473648186173854,0.7182157630279553,0.4078445910342818,6.882569371034077,1
LOAN-1561,Fully Repaid,13.015742642026009,0.5828761785408658,0.9600414524561838,16.10136174932168,1
LOAN-1562,Effective,5.861738535249829,0.6328214009933841,0.5824090933182283,8.697631530282909,0
LOAN-1563,Cancelled,2.3572895277207393,0.6775992098530221,0.3983999907812141,4.969293478455628,0
LOAN-1564,Effective,5.815195071868583,0.799180115356111,0.3176005649953251,7.8192944950880285,0
LOAN-1565,Effective,15.986310746064339,0.6962179577694221,0.7894174548477838,18.50522095721723,0
LOAN-1566,Disbursing,23.8466803559206,0.45320937495509794,1.0,27.58063348114511,0
LOAN-1567,Effective,6.414784394250513,0.4787140310720496,0.8556796787700278,10.021214238890266,0
LOAN-1568,Disbursing,21.78507871321013,0.1609306385309009,1.0,26.980425520555627,0
LOAN-1569,Disbursing&Repaying,2.403832991101985,0.5645485775140899,0.540126672025302,5.581090103531535,0
LOAN-1570,Cancelled,11.62217659137577,0.7846143307623336,0.4657106975508476,13.699104937564101,0
LOAN-1571,Cancelled,20.772073921971252,0.4936218410842307,1.0,24.303964716550098,0
LOAN-1572,Repaying,19.477070499657767,0.31780880585006427,1.0,23.888026470407446,0
LOAN-1573,Fully Repaid,15.008898015058179,0.894395734393216,0.2641046308515178,16.5369193430921,1
LOAN-1574,Cancelled,13.163586584531142,0.40358618712545014,1.0,17.14565564890389,0
LOAN-1575,Disbursing&Repaying,13.431895961670088,0.491531029152147,1.0,16.974240815909354,0
LOAN-1576,Cancelled,21.44832306639288,0.8101570221473735,0.5970243299395467,23.397537955656013,0
LOAN-1577,Effective,17.911019849418206,0.17563477180428946,1.0,23.03284599039676,0
LOAN-1578,Disbursing,10.494182067077345,0.5428546871355977,0.9368819272954096,13.779908631399357,0
LOAN-1579,Cancelled,22.759753593429156,0.31621953005576325,1.0,27.17865594315034,0
LOAN-1580,Repaying,22.82819986310746,0.3814489786049253,1.0,26.920954970082835,0
