End of Period,Loan Number,Region,Country / Economy Code,Country / Economy,Borrower,Guarantor Country / Economy Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount (US$),Cancelled Amount (US$),Undisbursed Amount (US$),Disbursed Amount (US$),Repaid to IBRD (US$),Due to IBRD (US$),Exchange Adjustment (US$),Borrower's Obligation (US$),Sold 3rd Party (US$),Repaid 3rd Party (US$),Due 3rd Party (US$),Loans Held (US$),First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date,Board approval - Fiscal year,Board approval - Calendar year,loan_age_days,loan_age_years,disbursed_percent,cancelled_percent,undisbursed_percent,repayment_ratio,outstanding_ratio,net_disbursed,is_active,is_fully_repaid,is_cancelled,is_closed,is_guarantee,loan_size_category,age_category,approval_year,approval_decade,portfolio_status,risk_score,risk_score_original
2026-08-31,IBRDS0010,WESTERN AND CENTRAL AFRICA,GN,Guinea,"Min de l'Econ, des finances et du budget",GN,Guinea,NPL,Fully Cancelled,6.0,,P001018,BOKE ORE TRANSP ENGR,1700000.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1968-03-15,1968-03-15,1966-03-30,1966-03-29,1966-05-18,1968-01-31,,1966,1966,22070,60.42436687200548,0.0,100.0,0.0,0.0,0.0,-1700000.0,False,False,True,True,False,Small,50+,1966,1960,Cancelled,6.0,1.0
2026-08-31,IBRD15390,EUROPE AND CENTRAL ASIA,GR,Greece,MINISTRY OF FINANCE,,,NPL,Fully Cancelled,7.45,,P008433,EDUCATION IV,60000000.0,60000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1981-12-01,1993-06-01,1978-04-14,1978-03-28,1980-09-19,1982-12-31,,1978,1978,17688,48.427104722792606,0.0,100.0,0.0,0.0,0.0,-60000000.0,False,False,True,True,False,Medium,30-50,1978,1970,Cancelled,6.0,1.0
2026-08-31,IBRD30020,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,CPL,Fully Transferred,7.43,,P007205,SCNDRY&REG RD RHB,5920000.0,5920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1998-08-15,2013-02-15,1993-05-21,1988-12-06,1993-11-17,1999-12-31,,1989,1988,13782,37.73305954825462,0.0,100.0,0.0,0.0,0.0,-5920000.0,False,False,False,True,False,Small,30-50,1988,1980,Early Stage,3.5999999999999996,0.6
2026-08-31,IBRD38950,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,CPL,Fully Transferred,7.43,,P007213,GT INTEG FINAN MGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2001-02-15,2015-08-15,1996-01-22,1995-05-30,1900-01-01,1999-06-30,,1995,1995,11416,31.255304585900067,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1995,1990,Early Stage,3.0,0.5
2026-08-31,IBRD71750,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Terminated,0.0,,P064883,GT WESTERN ALTIPLANO NRM,32800000.0,32800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1900-01-01,2003-05-27,1900-01-01,2004-12-23,,2003,2003,8497,23.263518138261464,0.0,100.0,0.0,0.0,0.0,-32800000.0,False,False,False,True,False,Small,20-30,2003,2000,Early Stage,3.3000000000000003,0.55
2026-08-31,IBRD75220,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P066175,GT INTEGRATED FINANCIAL MNGT III -TA,20000000.0,5283900.35,0.0,14716099.65,8472058.39,6244041.26,0.0,6244041.26,0.0,0.0,0,6244041.26,2017-03-15,2033-03-15,2009-03-06,2008-03-27,2009-03-19,2011-06-30,2011-11-28,2008,2008,6731,18.428473648186174,73.58049825,26.419501749999995,0.0,0.5756999878700876,0.4243000121299124,9432199.3,True,False,False,True,False,Small,10-20,2008,2000,Partially Repaid,3.000000000000001,0.5000000000000001
2026-08-31,IBRD76830,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P112544,GT CAT DDO,85000000.0,0.0,0.0,85000000.0,39627000.0,45373000.0,0.0,45373000.0,0.0,0.0,0,45373000.0,2019-11-15,2034-05-15,2010-06-01,2009-04-14,2010-06-03,2012-08-31,2010-06-29,2009,2009,6348,17.37987679671458,100.0,0.0,0.0,0.4662,0.5338,85000000.0,True,False,False,True,False,Medium,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD77360,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P114373,GT 2nd Fiscal & Instit'l DPL,350000000.0,0.0,0.0,350000000.0,165410000.0,184590000.0,0.0,184590000.0,0.0,0.0,0,184590000.0,2018-05-15,2035-11-15,2009-12-07,2009-07-28,2009-12-17,2010-12-31,2010-01-12,2010,2009,6243,17.09240246406571,100.0,0.0,0.0,0.4726,0.5274,350000000.0,True,False,False,True,False,Large,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD77830,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Terminated,0.0,,P107416,GT Expanding Opport.  Vulnerable Groups,114500000.0,114500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2018-11-15,2033-05-15,1900-01-01,2009-11-19,1900-01-01,2015-12-31,,2010,2009,6129,16.78028747433265,0.0,100.0,0.0,0.0,0.0,-114500000.0,False,False,False,True,False,Medium,10-20,2009,2000,Early Stage,3.3000000000000003,0.55
2026-08-31,IBRD79880,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P122370,GT Emergency Support for Social Services,100000000.0,30000.0,0.0,99970000.0,41687490.0,58282510.0,0.0,58282510.0,0.0,0.0,0,58282510.0,2019-08-15,2037-02-15,2011-12-16,2010-12-09,2011-12-22,2012-12-31,2013-05-02,2011,2010,5744,15.72621492128679,99.97,0.03,0.0,0.417,0.583,99940000.0,True,False,False,True,False,Medium,10-20,2010,2010,Early Stage,3.0,0.5
2026-08-31,IBRD80000,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P112011,GT Enhancing MSME Productivity Project,32000000.0,27497617.16,0.0,4502382.84,1649222.85,2853159.99,0.0,2853159.99,0.0,0.0,0,2853159.99,2021-04-15,2035-10-15,2012-11-29,2011-03-03,2012-12-18,2016-06-30,2016-12-20,2011,2011,5660,15.496235455167694,14.069946375,85.930053625,0.0,0.3663000034888193,0.6336999965111808,-22995234.32,True,False,False,True,False,Small,10-20,2011,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD82030,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P131763,GT First Programmatic DPL,200000000.0,0.0,0.0,200000000.0,46620000.0,153380000.0,0.0,153380000.0,0.0,0.0,0,153380000.0,2023-03-15,2037-09-15,2013-11-13,2012-09-27,2013-11-21,2013-12-31,2013-11-22,2013,2012,5086,13.924709103353868,100.0,0.0,0.0,0.2331,0.7669,200000000.0,True,False,False,True,False,Large,10-20,2012,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD83850,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P133738,GT 2nd Prog DPL Fiscal Space,340000000.0,0.0,0.0,340000000.0,45288000.0,294712000.0,0.0,294712000.0,0.0,0.0,0,294712000.0,2024-09-15,2039-03-15,2015-01-19,2014-06-17,2015-01-29,2015-03-31,2015-01-30,2014,2014,4458,12.205338809034908,100.0,0.0,0.0,0.1332,0.8668,340000000.0,True,False,False,True,False,Large,10-20,2014,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD86600,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P160667,Governance of Public Resources Nutrition,250000000.0,0.0,0.0,250000000.0,48125000.0,201875000.0,0.0,201875000.0,0.0,0.0,0,201875000.0,2024-03-15,2036-09-15,2018-07-10,2016-11-17,2018-08-06,2019-09-09,2018-08-08,2017,2016,3574,9.78507871321013,100.0,0.0,0.0,0.1925,0.8075,250000000.0,True,False,False,True,False,Large,5-10,2016,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD87300,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Disbursing&Repaying,0.0,,P159213,Crecer Sano,100000000.0,0.0,12206749.0,87793251.0,15211533.34,72581717.66,0.0,72581717.66,0.0,0.0,0,84788466.66,2023-09-15,2050-03-15,2019-05-15,2017-03-24,2019-09-16,2027-07-31,2026-06-11,2017,2017,3447,9.437371663244353,87.79325100000001,0.0,12.206749,0.1732654066996562,0.8267345933003437,87793251.0,True,False,False,True,False,Medium,5-10,2017,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD89620,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Fully Disbursed,0.0,,P159710,Guatemala DRM DPL with CAT DDO II,200000000.0,0.0,0.0,200000000.0,0.0,200000000.0,0.0,200000000.0,0.0,0.0,0,200000000.0,2031-03-15,2045-09-15,2020-04-14,2019-05-24,2020-04-16,2023-03-31,2020-04-21,2019,2019,2656,7.271731690622861,100.0,0.0,0.0,0.0,1.0,200000000.0,False,False,False,True,False,Large,5-10,2019,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD91940,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Repaying,0.0,,P173698,Crisis Response and Recovery Guatemala,500000000.0,0.0,0.0,500000000.0,150000000.0,350000000.0,0.0,350000000.0,0.0,0.0,0,350000000.0,2024-02-15,2033-08-15,2022-06-29,2020-12-17,2022-07-13,2022-11-03,2022-07-18,2021,2020,2083,5.702943189596167,100.0,0.0,0.0,0.3,0.7,500000000.0,True,False,False,True,False,Mega,5-10,2020,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD94410,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Fully Disbursed,0.0,,P175979,Second Crisis Response and Recovery GT,250000000.0,0.0,0.0,250000000.0,0.0,250000000.0,0.0,250000000.0,0.0,0.0,0,250000000.0,2027-11-15,2039-11-15,2025-01-09,2022-10-20,2025-02-20,2025-06-30,2025-02-27,2023,2022,1411,3.863107460643395,100.0,0.0,0.0,0.0,1.0,250000000.0,False,False,False,True,False,Large,0-5,2022,2020,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD98470,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Disbursing,0.0,,P178573,RIMGL,400000000.0,0.0,399000000.0,1000000.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0,400000000.0,2033-11-15,2056-11-15,2026-03-04,2025-06-30,2026-06-19,2032-12-31,2026-06-19,2025,2025,427,1.1690622861054072,0.25,0.0,99.75,0.0,1.0,1000000.0,True,False,False,True,False,Large,0-5,2025,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD98690,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Disbursing,0.0,,P510861,Smart PFM-GT,50000000.0,0.0,49875000.0,125000.0,0.0,125000.0,0.0,125000.0,0.0,0.0,0,50000000.0,2032-11-15,2054-05-15,2026-01-30,2025-09-15,2026-05-19,2031-05-30,2026-05-19,2026,2025,350,0.9582477754962354,0.25,0.0,99.75,0.0,1.0,125000.0,True,False,False,True,False,Medium,0-5,2025,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD98700,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Approved,0.0,,P505784,GT CatDDO III,430000000.0,0.0,430000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,430000000.0,2030-11-15,2060-05-15,1900-01-01,2025-09-24,1900-01-01,2029-08-28,,2026,2025,341,0.9336071184120466,0.0,0.0,100.0,0.0,0.0,0.0,False,False,False,True,False,Large,0-5,2025,2020,Early Stage,3.0,0.5
2026-08-31,IBRDK0360,LATIN AMERICA AND CARIBBEAN,GT,Guatemala,Ministerio de Finanzas Públicas,GT,Guatemala,FSL,Approved,0.0,,P510015,GETS,250000000.0,0.0,250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,250000000.0,2033-11-15,2058-11-15,1900-01-01,2026-07-28,1900-01-01,2033-03-31,,2027,2026,34,0.0930869267624914,0.0,0.0,100.0,0.0,0.0,0.0,False,False,False,True,False,Large,0-5,2026,2020,Early Stage,3.0,0.5
2026-08-31,IBRD75980,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Repaying,0.0,,P086669,EMS & INVEST PLANNING (DEMSIP),28300000.0,1859324.12,0.0,22981891.51,9959800.45,13022091.06,-3531649.65,9490441.41,0.0,0.0,0,13022091.06,2013-10-15,2038-04-15,2008-10-21,2008-09-30,2009-01-15,2013-12-31,2014-05-07,2009,2008,6544,17.916495550992472,81.20809720848057,6.570049893992934,0.0,0.4333760102237989,0.566623989776201,21122567.39,True,False,False,True,False,Small,10-20,2008,2000,Early Stage,3.0,0.5
2026-08-31,IBRD76380,EUROPE AND CENTRAL ASIA,HR,Croatia,Port of Rijeka Authority,HR,Croatia,FSL,Repaying,0.0,,P102365,RIJEKA Gateway II (new FY09),122500000.0,70982.38,0.0,97110386.62,40863446.86,56246939.76,-1356590.25,54890349.51,0.0,0.0,0,56246939.76,2019-03-15,2031-09-15,2009-04-17,2008-12-11,2009-07-14,2018-12-31,2019-03-26,2009,2008,6472,17.71937029431896,79.27378499591838,0.0579448,0.0,0.4207937820276798,0.5792062179723201,97039404.24,True,False,False,True,False,Medium,10-20,2008,2000,Early Stage,3.0,0.5
2026-08-31,IBRD77740,EUROPE AND CENTRAL ASIA,HR,Croatia,Croatian Bank for Reconstruction and Dev,HR,Croatia,FSL,Repaying,0.0,,P116080,EXPORT FIL,141220000.0,167255.73,0.0,131578648.78,52208497.28,79370151.5,-17515516.6,61854634.9,0.0,0.0,0,79370151.5,2016-10-15,2037-10-15,2009-09-02,2009-08-04,2009-11-25,2013-08-31,2013-12-24,2010,2009,6236,17.073237508555785,93.17281460133124,0.1184362908936411,0.0,0.3967854797421792,0.6032145202578209,131411393.05,True,False,False,True,False,Medium,10-20,2009,2000,Early Stage,3.0,0.5
2026-08-31,IBRD78880,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Fully Disbursed,0.0,,P104749,JUSTICE SECTOR SUPPORT PROJECT,36300000.0,12980530.51,0.0,21399747.59,0.0,21399747.59,-2029684.01,19370063.58,0.0,0.0,0,21399747.59,2027-10-15,2027-10-15,2010-04-13,2010-04-06,2010-07-12,2016-06-30,2016-10-26,2010,2010,5991,16.40246406570842,58.95247269972453,35.75903721763085,0.0,0.0,1.0,8419217.08,False,False,False,True,False,Small,10-20,2010,2010,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD80770,EUROPE AND CENTRAL ASIA,HR,Croatia,Port of Ploce Authority,HR,Croatia,FSL,Repaying,0.0,,P093767,TRADE & TRANS INTEG,66920000.0,4031848.28,0.0,59188156.96,14268144.14,44920012.82,-5304710.83,39615301.99,0.0,0.0,0,44920012.82,2023-11-15,2034-05-15,2011-09-14,2011-08-04,2011-12-08,2016-05-31,2016-09-30,2012,2011,5506,15.07460643394935,88.44614010759115,6.024877884040645,0.0,0.2410641735244867,0.7589358264755132,55156308.68,True,False,False,True,False,Medium,10-20,2011,2010,Early Stage,4.200000000000001,0.7000000000000002
2026-08-31,IBRD81930,EUROPE AND CENTRAL ASIA,HR,Croatia,Croatian Bank for Reconstruction and Dev,HR,Croatia,FSL,Repaying,0.0,,P116080,EXPORT FIL,61410000.0,1217289.45,0.0,56487340.55,17386378.7,39100961.85,-2308793.05,36792168.8,0.0,0.0,0,39100961.85,2019-10-15,2040-10-15,2012-10-29,2012-09-20,2013-01-24,2016-08-31,2017-01-13,2013,2012,5093,13.943874058863791,91.98394487868426,1.9822332681973616,0.0,0.3077924811243392,0.6922075188756608,55270051.1,True,False,False,True,False,Medium,10-20,2012,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD83640,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Fully Disbursed,0.0,,P127665,ECONOMIC RECOVERY DPL 2,206800000.0,0.0,0.0,202102500.0,0.0,202102500.0,-28147500.0,173955000.0,0.0,0.0,0,202102500.0,2028-11-15,2028-11-15,2014-04-30,2014-04-29,2014-07-11,2014-08-31,2014-07-23,2014,2014,4507,12.33949349760438,97.72848162475822,0.0,0.0,0.0,1.0,202102500.0,False,False,False,True,False,Large,10-20,2014,2010,Early Stage,3.6000000000000005,0.6000000000000001
2026-08-31,IBRD85020,EUROPE AND CENTRAL ASIA,HR,Croatia,HZ Cargo d.o.o.,HR,Croatia,FSL,Repaying,0.0,,P147499,Croatia Railway,46500000.0,0.0,0.0,46862289.07,15873422.5,30988866.57,697379.56,31686246.13,0.0,0.0,0,30988866.57,2020-07-15,2035-01-15,2015-05-06,2015-04-30,2015-08-04,2021-11-30,2021-10-04,2015,2015,4141,11.33744010951403,100.7791162795699,0.0,0.0,0.3387248641714718,0.6612751358285281,46862289.07,True,False,False,True,False,Small,10-20,2015,2010,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD90570,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Disbursing&Repaying,0.0,,P167247,Justice for Business Project,110300000.0,0.0,39304580.65,71906443.18,20596957.85,51309485.33,4579218.44,55888703.77,0.0,0.0,0,90614065.98,2025-05-15,2029-11-15,2020-04-15,2020-03-31,2020-06-29,2027-06-30,2026-06-26,2020,2020,2344,6.417522245037645,65.19169825929283,0.0,35.63425262919311,0.2864410606215163,0.7135589393784836,71906443.18,True,False,False,True,False,Medium,5-10,2020,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD91270,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Disbursing&Repaying,0.0,,P173998,Earthquake Recovery and Health Project,200000000.0,0.0,72515763.83,135665353.16,8358832.66,127306520.5,5115899.7,132422420.2,0.0,0.0,0,199822284.33,2025-11-15,2034-11-15,2020-07-02,2020-06-26,2020-12-16,2027-06-30,2026-06-02,2020,2020,2257,6.179329226557153,67.83267658,0.0,36.257881915,0.06161361368471,0.93838638631529,135665353.16,True,False,False,True,False,Large,5-10,2020,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD91350,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Repaying,0.0,,P173996,Response and Recovery,300000000.0,0.0,0.0,335531267.14,33768763.94,301762503.2,-15461194.59,286301308.61,0.0,0.0,0,301762503.2,2025-11-15,2034-11-15,2020-07-02,2020-06-26,2020-09-29,2021-02-28,2021-01-13,2020,2020,2257,6.179329226557153,111.84375571333334,0.0,0.0,0.1006426740131792,0.8993573259868207,335531267.14,True,False,False,True,False,Large,5-10,2020,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD92330,EUROPE AND CENTRAL ASIA,HR,Croatia,Croatian Bank for Reconstruction and Dev,HR,Croatia,FSL,Repaying,0.0,,P172024,HEAL Croatia Project,242100000.0,146001658.95,0.0,86114239.15,4329790.35,81784448.8,5898700.64,87683149.44,0.0,0.0,0,81784448.8,2026-03-15,2036-03-15,2021-06-07,2021-05-14,2021-11-29,2025-06-30,2025-10-27,2021,2021,1935,5.297741273100616,35.56969812061132,60.3063440520446,0.0,0.050279609884935,0.9497203901150648,-59887419.79999998,True,False,False,True,False,Large,5-10,2021,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD93030,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Disbursing,0.0,,P170178,SEE Education,28900000.0,0.0,2615975.88,24716353.11,0.0,24716353.11,1660171.01,26376524.12,0.0,0.0,0,27332328.99,2027-05-15,2032-05-15,2021-12-16,2021-11-30,2022-04-20,2027-06-30,2025-12-22,2022,2021,1735,4.750171115674196,85.52371318339101,0.0,9.05181965397924,0.0,1.0,24716353.11,True,False,False,True,False,Small,0-5,2021,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD95580,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Disbursing,0.0,,P180755,DIGIT,116400000.0,0.0,91616784.69,30470316.48,0.0,30470316.48,841098.83,31311415.31,0.0,0.0,0,122087101.17,2028-11-15,2037-11-15,2023-06-28,2023-06-22,2023-10-24,2028-12-29,2026-06-08,2023,2023,1166,3.19233401779603,26.17724783505155,0.0,78.70857791237114,0.0,1.0,30470316.48,True,False,False,True,False,Medium,0-5,2023,2020,Early Stage,3.900000000000001,0.6500000000000001
2026-08-31,IBRD96450,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Disbursing,0.0,,P180605,Land & Justice,121800000.0,0.0,118969316.74,8009281.61,0.0,8009281.61,588401.65,8597683.26,0.0,0.0,0,126978598.35,2029-04-15,2034-10-15,2024-06-25,2024-03-13,2025-01-07,2029-04-30,2026-06-26,2024,2024,901,2.466803559206024,6.57576486863711,0.0,97.67595791461412,0.0,1.0,8009281.61,True,False,False,True,False,Medium,0-5,2024,2020,Early Stage,4.500000000000001,0.7500000000000001
2026-08-31,IBRD98980,EUROPE AND CENTRAL ASIA,HR,Croatia,Ministry of Finance,HR,Croatia,FSL,Effective,0.0,,P512660,Croatia Cat DDO,115700000.0,0.0,115970000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115970000.0,2031-05-15,2032-11-15,2026-01-23,2025-12-22,2026-05-19,2029-03-31,,2026,2025,252,0.6899383983572895,0.0,0.0,100.23336214347452,0.0,0.0,0.0,True,False,False,True,False,Medium,0-5,2025,2020,Early Stage,3.3000000000000003,0.55
2026-08-31,IBRDG2200,EUROPE AND CENTRAL ASIA,HR,Croatia,Croatian Bank for Reconstruction and Dev,HR,Croatia,GURB,Fully Cancelled,,,P133471,HR Export Financing Guarantee Project,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2015-06-01,2015-06-01,2016-05-11,2017-10-01,,2015,2015,4109,11.249828884325805,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,Small,10-20,2015,2010,Cancelled,6.0,1.0
2026-08-31,IBRDG2390,EUROPE AND CENTRAL ASIA,HR,Croatia,Croatian Bank for Reconstruction and Dev,HR,Croatia,GUBF,Signed,,,P133471,HR Export Financing Guarantee Project,256400000.0,153840000.0,46388000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46388000.0,,,2015-06-01,2013-06-27,1900-01-01,2018-10-01,,2013,2013,4813,13.177275838466803,0.0,60.0,18.09204368174727,0.0,0.0,-153840000.0,False,False,False,True,True,Large,10-20,2013,2010,Early Stage,3.0,0.5
2026-08-31,IBRD3020A,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,SCL,Fully Cancelled,4.89,,P008475,IND. REST. III,15772241.67,15772241.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1997-11-15,2004-05-15,1989-02-24,1989-02-07,1989-05-05,1997-06-30,,1989,1989,13719,37.5605749486653,0.0,100.0,0.0,0.0,0.0,-15772241.67,False,False,True,True,False,Small,30-50,1989,1980,Cancelled,6.0,1.0
2026-08-31,IBRD34590,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,CPL,Fully Transferred,7.39,,P008464,ENTERPRISE RESTRUCT/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1997-12-01,2007-06-01,1992-04-27,1992-04-07,1900-01-01,1993-12-31,,1992,1992,12564,34.39835728952772,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1992,1990,Early Stage,3.0,0.5
2026-08-31,IBRD35090,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,CPL,Fully Transferred,7.43,,P008482,PRODUCT MARKT DEV,25000000.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1998-03-01,2007-09-01,1992-08-24,1992-07-13,1992-11-18,1998-12-31,,1993,1992,12467,34.13278576317591,0.0,100.0,0.0,0.0,0.0,-25000000.0,False,False,False,True,False,Small,30-50,1992,1990,Early Stage,3.5999999999999996,0.6
2026-08-31,IBRD35490,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,CPL,Fully Transferred,7.43,,P008465,ROADS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1998-04-01,2007-10-01,1993-03-26,1992-12-22,1900-01-01,1999-06-30,,1993,1992,12305,33.68925393566051,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1992,1990,Early Stage,3.0,0.5
2026-08-31,IBRD35960,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,CPL,Fully Transferred,7.39,,P008495,PENSION ADM & HEALTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1998-12-15,2008-06-15,1993-04-27,1993-04-20,1900-01-01,1999-12-31,,1993,1993,12186,33.36344969199179,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1993,1990,Early Stage,3.0,0.5
2026-08-31,IBRD35970,EUROPE AND CENTRAL ASIA,HU,Hungary,NATIONAL BANK OF HUNGARY,HU,Hungary,CPL,Fully Transferred,7.39,,P008484,HEALTH SERVS & MGMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1998-12-15,2008-06-15,1993-04-27,1993-04-20,1900-01-01,2000-06-30,,1993,1993,12186,33.36344969199179,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,Small,30-50,1993,1990,Early Stage,3.0,0.5
